name,t0_year,treated,case_per_t.pre20,case_per_t.pre19,case_per_t.pre18,case_per_t.pre17,case_per_t.pre16,case_per_t.pre15,case_per_t.pre14,case_per_t.pre13,case_per_t.pre12,case_per_t.pre11,case_per_t.pre10,case_per_t.pre9,case_per_t.pre8,case_per_t.pre7,case_per_t.pre6,case_per_t.pre5,case_per_t.pre4,case_per_t.pre3,case_per_t.pre2,case_per_t.pre1,case_per_t.0,case_per_t.1,case_per_t.2,case_per_t.3,case_per_t.4,case_per_t.5,case_per_t.6
Cabo Verde,0,0,6.192324665577926,6.244929068423771,6.320252703840769,6.451145259495506,6.48239211393234,6.557855573806179,6.634942413936046,6.740301006526247,6.896664471318004,7.00939405693354,7.167770992538745,7.383452797688503,7.59495334184517,7.785605376710997,7.8564105624601694,7.904148256982698,7.994243479201241,8.085610900266508,8.184409025584397,8.040364191814103,7.93284788843344,7.83405635674366,7.748767066196388,7.725730838129358,7.7399555672704,10.48652843,12.41693579
Cameroon,0,0,3.5114207377431685,3.4986537330931498,3.458625658662572,3.4375775736206746,3.438669133905745,3.4675446465544426,3.497609172432173,3.5587527703707855,3.650071187571645,3.6524156392370855,3.652062756130864,3.6589178809738954,3.6693214252564497,3.6813566800019486,3.6426238239406894,3.62236918684037,3.5765421468207483,3.5331619801230145,3.5048509343286707,3.4837670698990046,3.46446706945741,3.450648403563842,3.442179084751144,3.439338432859011,3.437896539112264,5.257258045,5.327439521
Canada,0,0,55.23860339814257,56.14053509382193,56.7336339862299,57.88325023237928,58.180422717590254,58.225173132782814,59.090126924491535,59.91305762525967,60.439103127088714,61.033589545526425,62.02828762006626,62.935445512815235,64.70493482365968,66.01852458055983,66.67892904320858,65.66710323580587,65.5341614873205,65.70287248510544,66.1441653286973,67.00189357229122,67.76240009066025,68.68914174102899,69.9741107108909,71.80476727553958,72.9043035144753,78.87880527,81.77277999
Central African Republic,0,0,5.855227497908243,5.818167731837061,5.838564830748925,5.862854993790847,5.859317732869642,5.837110368019168,5.82364763479054,5.832459017222785,5.846851229569328,5.807336669159939,5.773607365767968,5.745410229092403,5.722138760160338,5.70426755283059,5.665754023421138,5.627436276859193,5.603074670845103,5.606296351711525,5.6558762550535535,5.720992368917216,5.811679756451782,5.907671969864735,5.999322158582187,6.082341402096649,6.156445921850424,5.395063331,5.389955967
Chad,2010,1,2.2952249192973633,2.2712046366096943,2.2483218995394023,2.2300681375853624,2.2273813654714893,2.2035163539086633,2.227562807424216,2.2433548957325744,2.2609884385602004,2.3074348000355624,2.3453580054894565,2.330938670662035,2.3233700984984744,2.3151484337437314,2.3277407632298317,2.3181001977887674,2.324731412715659,2.339982201936748,2.361317104911491,2.3830157103606515,2.4071851938741653,2.412428911415319,2.41506520112872,2.412175153415928,2.419647234008233,2.433071402386129,2.446081345956621
Chile,2014,1,12.554613589135828,12.981765212437862,13.022021040534593,12.69674812918806,12.580072181803711,12.582503720783514,12.652950819137876,12.934361391565103,13.207443593840589,13.475755835350043,13.906924095777377,14.175373437074487,14.433452503337458,14.63388134239868,14.861635760287355,15.394597145216467,15.972190761147923,16.325043009045597,16.70166690238977,17.17547227441055,17.374938826685263,17.737029640906442,18.161112219227867,21.19994159,21.73745976,22.25983561,20.8
China,0,0,23.02505643922161,23.60655018499033,24.306174092890373,24.83765764345087,25.74550121144922,26.682677885494787,27.612896810219535,28.670333310716156,29.93120156496877,31.354022093800367,32.959077631990006,34.072555107109594,35.73694732172135,37.83121452459117,38.45564522280362,39.64591220022991,41.11405913237786,42.96781319952526,45.00984821018087,45.88127520845182,46.96109408576344,48.29357779994719,49.998797253364046,51.09250721087647,51.95318600076381,54.02323695,56.19665063
Comoros,0,0,1.8054594527716552,1.7962472455316405,1.7889590724236393,1.787990593065962,1.7539012535175238,1.7272464663167018,1.6861279594553165,1.6280516514040764,1.596731310315327,1.5560492539058635,1.5347334410339257,1.503738771255099,1.4952363411081158,1.4878397711015736,1.4909957584842288,1.491527748338591,1.4971995977036854,1.503154098545713,1.5079107316846843,1.5327394852372986,1.5541571978200355,1.5765106653845997,1.6026020885184162,1.6322908024465068,1.6679298690166002,4.85305033,4.868863267
Congo,2012,1,7.856548315,7.771972826,7.851570856,7.821830297,7.80741252,7.801821516,7.513288473,7.366923877,7.074173384,6.779818374,6.554797306,6.555410509,6.497017497,6.399452852,6.388138356,6.409299662,6.463763857,6.518689038,6.55647792,6.656993235,6.849042814,7.003988003,7.144945339,7.246082335,7.367490884,7.509005469,7.709504968
Costa Rica,2012,1,5.999345813587301,6.04306025149616,6.039327182696804,6.06849650432489,6.185783846924907,6.094458869057735,5.970462365792098,6.1154137973988965,6.152127679173746,6.09383962713624,6.054979831364752,6.133207238236401,6.1193006838090716,6.1432680963545945,6.020130155398061,6.016401846604003,6.0166390215998975,6.085509470907301,6.229995340119907,6.458546204408898,6.619449688918714,6.805829724356937,6.967316526914391,7.2304888501084505,7.47591102141188,9.844874313,10.34289054
Croatia,0,0,60.89468593374999,60.35175155196335,59.906182771198075,60.837050841661195,63.33330188056124,65.89708307974561,68.0412211904544,69.06377857362402,71.59632450984738,73.76753692516726,73.40684035559696,73.3524825376406,73.96389908470009,74.80490795553283,75.49849124098648,76.01334225167781,77.11919957398476,77.3140548562302,77.56667730588832,78.44584268361,78.44603400820797,78.40187570097345,78.43333870487112,78.53403888663156,79.43130773205596,80.62351734,80.22944272
Cuba,0,0,29.756847415880912,29.650083341736714,29.91734712151476,30.364119252999977,30.659773467827193,30.969914638485207,31.393081761576045,31.949702079619314,33.00278984539775,33.55010033430437,34.81354440633219,35.91079851298202,37.05638455058674,38.164784249749545,39.26396744373023,40.406476974686164,41.28575528556395,42.168271722679954,42.89178362086805,43.81707002011539,44.87900626732682,45.85852598335756,47.10376637859206,48.59124378343168,50.10044897675434,58.63181499,60.28676629
Cyprus,0,0,14.85617216872135,15.058320610687021,15.30514726963436,15.287745604057093,15.182740151999141,15.197657065272276,15.223778763301825,15.602846069700417,16.26226560711045,17.435648575302466,18.54922576788595,19.60421191631725,21.258696964598528,22.642768939441854,23.185857975261786,24.689106408901694,26.228586644575284,28.014122716828965,29.450385892000575,29.97412069482067,30.103625756136754,30.26316019533757,30.065165491188473,29.730737725745424,29.62598349497389,38.52629998,38.78383142
Czechia,0,0,58.72349811122515,58.764910059240904,58.58720693985545,58.67446067216519,58.82111721868641,58.58999657516001,58.87672809213344,59.153177892347806,59.63561608543994,59.94594094613622,60.6494159606689,61.131952350785234,61.70871505538682,61.94962480472453,62.365458025052476,62.931529684736944,63.25171987797704,63.99091300444583,64.57690695705057,64.28242598575774,64.01234541473353,63.34561251601633,61.8338758807667,60.89544919102007,61.3011213351994,64.3051176,65.31815292
Côte d'Ivoire,0,0,2.1148216403635596,2.1869192031910454,2.2589741950711733,2.3535610710012755,2.3304949668004875,2.2919005458712545,2.2797531682892105,2.2658870787614687,2.264404126247519,2.2269589908091882,2.1807106144146498,2.142717569982931,2.1198639347290027,2.075892724584956,2.064952150673685,2.041390102366825,2.026873182149071,2.0145921459172715,2.0125706279625564,2.0037423226177316,1.9994256327090105,1.990718191542314,1.9803359921496568,1.9708390732720724,1.9618661609087054,4.704238142,4.847714813
Democratic Republic of the Congo,0,0,2.6839669676235687,2.641859952259175,2.6392087858951436,2.639031394831072,2.655760817484029,2.6168229672761822,2.606913788656438,2.597691640054038,2.600888255232951,2.55000492065277,2.47912291687846,2.4658543978004097,2.4038952102031796,2.3612647445344233,2.355772413914754,2.3592010543321247,2.3836310471924946,2.3940659523807843,2.4192639184653366,2.4621620584754575,2.505956578361675,2.549748451501513,2.5952640761788617,2.6485964921392657,2.698506761021476,4.607376038,4.751130805
Denmark,0,0,68.4162997426214,69.58872364717608,70.95816894536877,72.01798916301207,71.22073525852002,71.09908039578497,71.10754665295683,72.48732994237476,73.46951541084601,74.95451859125477,76.2807409544505,77.1838026896579,78.7201756750781,79.94454031344982,80.69634919864227,80.85050127823479,81.44464279570798,81.88343673248424,82.88757666939513,84.23856652422766,85.32001376357131,85.43309162069995,84.50892402287597,83.4233163009373,82.77412225188154,85.07681529,85.1184214
Dominican Republic,0,0,5.749466918293021,5.957357264001817,6.192974302638037,6.431444287609063,6.627379706632887,6.81348675295541,6.95081957633807,7.090969411579703,7.082487882344623,7.027540184162559,6.9999062461389565,7.00280001270011,7.017259230766831,7.106973504775393,7.211443806331946,7.296289823935608,7.417256717775353,7.549649483916023,7.70160896459527,7.84421503280422,7.931393237038759,8.14213374579752,8.342792091671352,8.564266036419163,8.810281620867922,12.68628024,12.78345961
Ecuador,2012,1,4.17921356131238,4.321048473469775,4.434868347150994,4.683984267413809,4.717611101745177,4.770799074957974,4.811103444380511,4.797257442448061,4.87441057073573,4.984567925133144,5.099035908719657,5.164971063626214,5.314940215748445,5.435764151455835,5.452161151641192,5.525107658810649,5.565867303625408,5.655859603752758,5.730487424184508,5.774446605966917,5.782566080260957,5.74981093394208,5.844783219883459,5.925479252372098,6.005718472903835,8.113285607,8.284075833
Equatorial Guinea,0,0,4.612436810957165,4.4829963880969315,4.37696592979739,4.2917418191187835,4.23383813711122,4.143839510568375,4.096716896808571,4.065215336089314,4.066448909564815,3.9609791312442413,3.86246407893218,3.811146547832292,3.7631686493739442,3.727684259539683,3.694100910905628,3.670501870544222,3.6545742002860004,3.6391304685394346,3.6295621211478957,3.6155041084813364,3.6006908516463003,3.5989936938644314,3.619440189686467,3.6548788053826247,3.685047741859032,5.29430961,5.378746912
Eritrea,0,0,2.381111389,2.416663836,2.500224281,2.642722017,2.6847337,2.730102666,2.744810611,2.797189083,2.822567575,2.792836073,2.84395287,2.856683557,2.880210259,2.884134516,2.885924789,2.883681388,2.886628451,2.89036823,2.888337074,2.901377689,2.941868674,2.98781222,3.030165849,3.100067208,3.153236653,3.211370327,3.293557295
Estonia,0,0,51.86189208598838,56.246854352505274,59.15157051488054,58.4073605385923,52.87179798727601,53.26912152965092,55.14891541788948,52.53250508543823,51.89604755956577,54.118714947969,54.03777141407184,53.30045523520486,53.73894535980332,53.6443320846635,54.633541479496,55.92833487483964,52.90294594978648,51.11220181114487,48.38168196924464,49.37703352093769,50.9240218462897,48.67765252879939,50.960598534093556,50.11528751177393,49.96086001565599,55.69770722,55.19840964
Eswatini,0,0,6.52944942012353,6.342189869168395,6.389223707666848,6.534057805264362,7.111536045249844,7.386217376501947,8.000636785376797,8.549398705368144,9.368112413370572,9.804579285088515,10.102506834770287,10.44392039077196,10.682197085220801,10.903621764548916,10.946872632335836,10.94901362008956,10.980543798359538,11.015053023181919,11.035450363011941,10.905488564208618,10.811787433347078,10.726480273599774,10.595220917935897,10.40272164545061,10.30256895459042,8.80655525,8.918855932
Fiji,0,0,3.367496339677891,3.418715114138195,3.4769797036860948,3.532242838793544,3.5696574021308303,3.6052355386913177,3.64057649334873,3.7144891120200616,3.761971169318296,3.8369722934479062,3.90551691061837,4.091520663465992,4.330793383741062,4.517980637921339,4.646870458973582,4.72383503650508,4.71044151812964,4.82172729360055,4.915005070852368,5.068035128802909,5.190361417928133,5.359275972098031,5.52486187845304,5.6859521638622565,5.851633299174925,7.657253196,7.843996615
Finland,0,0,44.48400552797387,43.42668540695284,42.714382097240886,42.78523588479558,43.23365088174176,43.10118904595186,43.32513566513464,43.089366048498164,43.0892570218861,43.38910040231241,43.62786741063239,43.83778750642143,44.259829248157864,44.68599125902385,45.415463094548166,46.00375894356291,46.352062022821926,46.73272682557791,47.35229013497529,47.68077780780183,48.52076230182983,49.17951406993822,49.145364873317135,48.830091480456986,48.710871811800004,55.53062227,55.7964093
France,0,0,40.49097303274073,41.32356574183954,41.868771828099085,42.700683538772964,43.297589857060956,43.210754115065534,44.46154210151934,45.325424980149336,46.11145495587933,46.80559316758889,47.57529884265848,48.19170669137767,48.89605040601212,49.51210645451974,50.61707561936416,51.894701635571245,53.14662704588999,54.24172193950782,55.509449424516596,56.19910102092519,56.9495825863899,57.06954615838179,56.02812833447041,55.95859799334835,56.07732102329917,68.389736,67.82065138
Gabon,0,0,6.876307261416375,6.760739544499787,6.67485140723309,6.681407731777748,6.386664558144885,6.084995426396526,5.841575781091755,5.666114566601449,5.594455692513345,5.374369638348881,5.105137738587763,4.944141654279797,4.790262581733624,4.634856711373198,4.428225409469256,4.235466685681108,4.103947349358396,3.9421897158882673,3.7619770636383674,3.6928012043007685,3.6258120784579093,3.5700330752255005,3.515233296935292,3.4774527773927058,3.4533901892641103,11.11162435,11.33289536
Georgia,0,0,24.72617215553504,22.794282340005296,20.843138114454778,19.57738138944317,19.535146945509926,20.436960463347198,20.80447129057898,21.396654280100606,22.105249990741036,22.607764649672564,23.37228840409047,24.782272904870158,25.913977399461213,26.21673612269566,26.10462414830426,26.005671270450588,27.831212002549595,29.575146306685234,31.12159812184504,32.510027443529665,33.85499215044541,33.287265027431175,33.300944718711065,32.31331047686131,32.03832053880545,47.78389477,48.29966719
Germany,0,0,57.502351825679796,57.87374922161062,58.458221672178325,59.29211019004359,59.63115519337396,59.709437111734005,59.58640024195831,59.68370885333433,59.80354964416904,59.53785628827228,59.7402704461998,60.1541233052354,60.738477483104546,61.715092413282584,62.73692223035926,63.965273684367645,65.33817637555586,66.62109041690364,68.01431650711271,70.733107473844,72.25382076599949,73.6949521303734,74.59096718426821,75.16117910681837,76.0584484978136,74.07729571,74.34110289
Ghana,0,0,1.9039381039643606,1.8880276077938971,1.8908109365977852,1.8937281158909882,1.8921685000043518,1.9259056505572594,1.9258971390943442,1.948026854034173,1.9647956179958863,1.9815832713677313,1.9966536233447407,2.0107171421262757,2.0199011598542485,2.028820267922728,2.0292186574260036,2.0275696520101554,2.040372720362291,2.0503957996177475,2.062501861409141,2.0609969870070612,2.0650893387228892,2.064256654695544,2.0635104876199657,2.067060949643693,2.071347158956514,4.287086133,4.309929909
Greece,2010,1,52.822887825896615,53.68536037125069,54.637529292308216,55.4605147118924,56.20663788811522,57.10426652596303,57.98799110172687,58.772420780697665,59.75499857329535,60.689772190225,61.456949818097826,61.59177590550364,61.94263779691511,63.313833092211155,64.62290170432311,65.60402296685069,65.67914919673238,66.11529032111497,67.34985634836247,67.73645885299356,68.07218661850222,69.09265901472854,69.886123246052,69.9959170872316,70.27506210056487,70.70402664921151,71.2062977897769
Guinea-Bissau,0,0,3.6232558732125053,3.568070797885034,3.5204366316717386,3.4834917573586814,3.4352536605346424,3.400426488183276,3.3871230417924205,3.4235723575840624,3.43376577971456,3.43980343980344,3.4453236228670003,3.455941999396866,3.5158189010667744,3.519883176162941,3.5417129434037316,3.5641796754619937,3.600021009913362,3.656531349398889,3.7054964426051966,3.7319353344474333,3.743346494444482,3.7663983633640106,3.786855964165199,3.8101389183902667,3.8318389348497623,4.80364444,4.808180597
Haiti,0,0,8.445669241208167,8.325778172617953,8.140806527693265,8.068297163835693,7.891788736137229,7.783360921142696,7.672226925090646,7.577169082601781,7.509509319806868,7.440865810721807,7.386098567216364,7.3783374314109444,7.36690570506601,7.400419932424093,7.4335586568935135,7.464506785225925,7.522362870947911,7.592023960695837,7.686959045836106,7.7890601485893525,7.898021270672044,8.021020180234508,8.148729069949427,8.291306469799562,8.449649704021486,6.157878495,6.229076134
Honduras,2010,1,3.027060711940463,3.0988935381008957,3.1590124615872437,3.215547336356707,3.275563442506166,3.3405091250497017,3.34087172802407,3.3475009692833124,3.3671441007458514,3.392609822514436,3.4227645862581397,3.46909142180763,3.52403796822954,3.5889165184301364,3.6617015103626236,3.740724940749287,3.7530642973581707,3.7708810376358133,3.8011741702590727,3.841840903569965,3.891449163549431,3.9307035882778134,3.983477249275869,4.045110293499227,4.1183266877551965,4.200307607761477,4.278058599943003
Hungary,0,0,70.36358433964126,72.57015021834853,73.885310907341,75.33920387957555,77.01723110260862,77.84656623603588,78.67291607615786,79.5706581568015,80.92109947232247,82.10363289559753,83.32952703756261,85.21344280576278,86.98993761443636,88.06605291033615,89.44393861013943,90.9159707153498,91.85841109969249,92.23428933465699,92.22568788091787,90.78748345196374,89.9131503467313,88.3503239940799,87.73291516275124,87.03307559421756,85.95924423653787,98.92958103,100.4462238
Iceland,0,0,36.88466503483913,37.65664991942364,39.10217614398863,40.44595989052896,41.48507340582189,42.51866277182733,42.897751115684535,43.40960628161265,44.24885759499298,45.633193902473266,46.22586714801946,47.07085150990775,47.878277422844896,49.0944751865307,49.38080597270411,49.18380054306311,48.485574045253195,48.77880307316507,51.15378205954578,52.67793889923327,53.92309707030519,55.419997281970815,56.554037130482065,57.101401085198674,58.076133067413146,52.68030117,53.28377923
India,0,0,3.567223100438009,3.5740987519239003,3.5802468859017473,3.593928651859601,3.620813141793876,3.65555489823605,3.6662826663694807,3.6772149857800738,3.6890651192696344,3.7318006039169704,3.7833055669324254,3.8360982543138156,3.900895415711912,4.007885348332,4.039502683433966,4.091494463705151,4.140249182022791,4.250690284678334,4.366513207493551,4.479788075441077,4.607192308657325,4.729635222122173,4.829058576167808,4.942678454461807,5.05851094049549,5.844913105,6.066131278
Indonesia,0,0,4.972430297752656,5.0248889207834315,5.097766906577333,5.1500333941392435,5.1659161618669565,5.198740258937834,5.247379339865715,5.020703887350551,4.88193154582588,4.807943894525914,4.8093284349275,4.822053203313686,4.863088703598197,4.941096065504913,5.030332036966162,4.979226634497983,4.957600605648908,4.956936777541804,4.986858229074656,5.047337018260922,4.997276855171947,4.930181894413873,4.862302963473138,4.964911484183358,5.057024300679854,17.41663081,18.00168183
Iraq,0,0,4.519870410601899,4.555136043427287,4.594421471995893,4.637670053940223,4.677412238315286,4.778918466635935,4.774732040265294,4.862279773745014,5.0267710444675835,4.996369408717996,5.141681415496166,5.202011518803855,5.2705348417817275,5.326332142980912,5.4142862368298825,5.4877887555129226,5.802455944514954,5.68374374942986,5.78885526002525,5.62653487084994,5.500844590462995,5.389621233317392,5.318530490673458,5.286083943647227,5.282809649393652,9.182852683,9.502962802
Israel,0,0,22.1938317392153,22.932332256225052,23.44193369142434,23.93110910730388,23.516865776528462,23.456991089787525,23.526712443476804,23.535510204081632,23.67371601208459,23.676036651653984,23.742161339421614,23.812428061049076,24.022323395505946,24.280313415390832,24.56866609013709,24.473614573613183,24.39497591943958,24.20594207545153,24.396479353586233,24.351129310566844,24.08267492573162,24.24579688566288,24.405711016711905,24.397680218613147,24.52129651298853,27.90525041,28.43469836
